Address,City,State,ZIP,Desc,Detail,Price Num,Num Photos Text,Num Photos,Photo URL,Pg Number
W Cork St,Kalamazoo,MI,49001,Foreclosure,"-- bds · -- ba · -- sqft; 515 days on Zillow·W Cork St, Kalamazoo, MI",,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.260000,-85.585000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Prairie Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $87K · -- bds · -- ba · -- sqft; 382 days on Zillow·Sign in for details,87,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.296000,-85.608000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
3661 Cardinal Dr,Kalamazoo,MI,49008,House For Sale,"$41,9003 bds · 2 ba · 1,056 sqft; 67 days on Zillow·3661 Cardinal Dr, Kalamazoo, MI",419003,6 photos,6,https://photos.zillowstatic.com/p_e/ISmedemryuzryu0000000000.jpg,11
Davis St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 298 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.285000,-85.595000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Krom St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $68K · -- bds · -- ba · -- sqft; 487 days on Zillow·Sign in for details,68,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.307000,-85.582000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Brookmont Dr,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $69K · -- bds · -- ba · -- sqft; 284 days on Zillow·Sign in for details,69,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.322000,-85.549000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Arrowwood Ln,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $143K · -- bds · -- ba · -- sqft; 522 days on Zillow·Sign in for details,143,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.331000,-85.624000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Hawley St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $33K · -- bds · -- ba · -- sqft; 389 days on Zillow·Sign in for details,33,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.300000,-85.599000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Virginia Ave,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $50K · -- bds · -- ba · -- sqft; 305 days on Zillow·Sign in for details,50,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.319000,-85.560000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Vanzee St,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $60K · -- bds · -- ba · -- sqft; 319 days on Zillow·Sign in for details,60,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.273000,-85.580000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
N Church St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $49K · -- bds · -- ba · -- sqft; 487 days on Zillow·Sign in for details,49,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.299000,-85.586000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Virginia Ave,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $73K · -- bds · -- ba · -- sqft; 592 days on Zillow·Sign in for details,73,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.318000,-85.560000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Parchmount Ave,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $86K · -- bds · -- ba · -- sqft; 333 days on Zillow·Sign in for details,86,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.328000,-85.550000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Piedmont Dr,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $146K · -- bds · -- ba · -- sqft; 529 days on Zillow·Sign in for details,146,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.325000,-85.624000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Beth Ave,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $152K · -- bds · -- ba · -- sqft; 592 days on Zillow·Sign in for details,152,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.330000,-85.595000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
Gull Rd,Kalamazoo,MI,49048,Pre-Foreclosure (Auction),Foreclosure Est. $104K · -- bds · -- ba · -- sqft; 424 days on Zillow·Sign in for details,104,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.311000,-85.549000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",11
E Belmont St,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $59K · -- bds · -- ba · -- sqft; 403 days on Zillow·Sign in for details,59,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.272000,-85.582000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Gilbert Ave,Kalamazoo,MI,49048,Pre-Foreclosure (Auction),Foreclosure Est. $62K · -- bds · -- ba · -- sqft; 536 days on Zillow·Sign in for details,62,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.297000,-85.565000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Sweet Cherry Ln,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $145K · -- bds · -- ba · -- sqft; 431 days on Zillow·Sign in for details,145,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.326000,-85.623000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
1212 Lay Blvd,Kalamazoo,MI,49001,House For Sale,"$64,9003 bds · 2 ba · 1,680 sqft; $10,100 (Apr 10)·1212 Lay Blvd, Kalamazoo, MI",649003; 10100,21 photos,21,https://photos.zillowstatic.com/p_e/ISmmrytw4ty65o0000000000.jpg,12
833 Staples Ave,Kalamazoo,MI,49007,House For Sale,"$59,0004 bds · 15 ba · 1,970 sqft; $3,500 (Mar 31)·833 Staples Ave, Kalamazoo, MI; Advanced Realty Inc.",590004; 3500,34 photos,34,https://photos.zillowstatic.com/p_e/IS2r9c1kdongzh1000000000.jpg,12
1223 Reed Ave,Kalamazoo,MI,49001,House For Sale,"$55,9003 bds · 2 ba · 1,056 sqft; 38 days on Zillow·1223 Reed Ave, Kalamazoo, MI; Five Star Real Estate (Grandv)",559003,21 photos,21,https://photos.zillowstatic.com/p_e/IS62lnjgkr4xiu0000000000.jpg,12
Deloofs Aly,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $73K · -- bds · -- ba · -- sqft; 585 days on Zillow·Sign in for details,73,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.255000,-85.580000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Greenway Ter,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $133K · -- bds · -- ba · -- sqft; 571 days on Zillow·Sign in for details,133,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.301000,-85.645000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Ferndale Ave,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 508 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.305000,-85.621000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Greenfield Ave,Kalamazoo,MI,49048,Pre-Foreclosure (Auction),Foreclosure Est. $54K · -- bds · -- ba · -- sqft; 564 days on Zillow·Sign in for details,54,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.281000,-85.539000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Westbury Ln,Kalamazoo,MI,49006,Pre-Foreclosure (Auction),Foreclosure Est. $124K · -- bds · -- ba · -- sqft; 438 days on Zillow·Sign in for details,124,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.298000,-85.647000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Lulu St,Kalamazoo,MI,49007,Pre-Foreclosure (Auction),Foreclosure Est. $47K · -- bds · -- ba · -- sqft; 424 days on Zillow·Sign in for details,47,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.306000,-85.592000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
Monterey Dr,Kalamazoo,MI,49004,Pre-Foreclosure (Auction),Foreclosure Est. $58K · -- bds · -- ba · -- sqft; 536 days on Zillow·Sign in for details,58,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.315000,-85.562000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
1716 Sheridan Dr,Kalamazoo,MI,49001,House For Sale,"$70,0704 bds · 2 ba · 1,628 sqft; 453 days on Zillow·1716 Sheridan Dr, Kalamazoo, MI; Realty Executives Main St LLC",700704,6 photos,6,https://photos.zillowstatic.com/p_e/ISadgakifwypgl1000000000.jpg,12
Sheridan Dr,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),Foreclosure Est. $105K · -- bds · -- ba · -- sqft; 550 days on Zillow·Sign in for details,105,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.261000,-85.559000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
1201 Race St,Kalamazoo,MI,49001,House For Sale,"$65,9005 bds · 3 ba · 2,534 sqft; 158 days on Zillow·1201 Race St, Kalamazoo, MI; O'Brien Real Estate",659005,12 photos,12,https://photos.zillowstatic.com/p_e/ISyrb72xizug350000000000.jpg,12
1126 Foster Ave,Kalamazoo,MI,49048,For Sale by Owner,"$59,5002 bds · 1 ba · 900 sqft; 53 days on Zillow·1126 Foster Ave, Kalamazoo, MI",595002,19 photos,19,https://photos.zillowstatic.com/p_e/ISxvyrw5c8g9gn1000000000.jpg,12
447 W Vine St,Kalamazoo,MI,49001,For Sale by Owner,"$250,0006 bds · 4 ba · 4,000 sqft; 42 days on Zillow·447 W Vine St, Kalamazoo, MI",2500006,4 photos,4,https://photos.zillowstatic.com/p_e/ISaxvfu44qaeo51000000000.jpg,12
1404 E Stockbridge Ave,Kalamazoo,MI,49001,House For Sale,"$30,0003 bds · 2 ba · 1,288 sqft; 45 days on Zillow·1404 E Stockbridge Ave, Kalamazoo, MI; Five Star Real Estate",300003,10 photos,10,https://photos.zillowstatic.com/p_e/ISinpmamv45jy91000000000.jpg,12
2915 Kensington Dr,Kalamazoo,MI,49008,For Sale by Owner,"$172,8004 bds · 2 ba · 1,540 sqft; 32 days on Zillow·2915 Kensington Dr, Kalamazoo, MI",1728004,19 photos,19,https://photos.zillowstatic.com/p_e/IS9pxvx8qt51ln1000000000.jpg,12
2910 Duchess Dr,Kalamazoo,MI,49008,House For Sale,"$184,9003 bds · 2 ba · 1,940 sqft; $5,000 (Jan 30)·2910 Duchess Dr, Kalamazoo, MI",1849003; 5000,28 photos,28,https://photos.zillowstatic.com/p_e/ISq5p8g70xn0z70000000000.jpg,12
2913 Duchess Dr,Kalamazoo,MI,49008,House For Sale,"$199,9003 bds · 3 ba · 2,008 sqft; 117 days on Zillow·2913 Duchess Dr, Kalamazoo, MI; RE/MAX Advantage",1999003,54 photos,54,https://photos.zillowstatic.com/p_e/IS621864f47jyw0000000000.jpg,12
1416 March St,Kalamazoo,MI,49001,House For Sale,"$34,9002 bds · 2 ba · 1,512 sqft; $5,000 (Mar 24)·1416 March St, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",349002; 5000,14 photos,14,https://photos.zillowstatic.com/p_e/ISqdzp6yzbqzu40000000000.jpg,12
1111 Jefferson Ave,Kalamazoo,MI,49006,House For Sale,"$99,0004 bds · 2 ba · 1,872 sqft; 45 days on Zillow·1111 Jefferson Ave, Kalamazoo, MI; O'Brien Real Estate",990004,15 photos,15,https://photos.zillowstatic.com/p_e/ISugs9dilqh51f0000000000.jpg,12
3420 Red Clover Rd,Kalamazoo,MI,49004,For Sale by Owner,"$45,0003 bds · 2 ba · 1,790 sqft; $2,500 (Mar 25)·3420 Red Clover Rd, Kalamazoo, MI",450003; 2500,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.325000,-85.621000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",12
830 Egleston Ave,Kalamazoo,MI,49001,Apartment For Sale,"$49,000Studio · -- ba · 1,800 sqft; $900 (Mar 13)·830 Egleston Ave, Kalamazoo, MI; Advanced Realty Inc.",49000; 900,19 photos,19,https://photos.zillowstatic.com/p_e/ISe4ka5xr8gq4r1000000000.jpg,12
723 Forest St,Kalamazoo,MI,49008,House For Sale,"$81,9005 bds · 2 ba · 1,978 sqft; $3,000 (Mar 28)·723 Forest St, Kalamazoo, MI",819005; 3000,19 photos,19,https://photos.zillowstatic.com/p_e/IS27ui0lis13m70000000000.jpg,13
3424 Fair Oaks Dr,Kalamazoo,MI,49008,House For Sale,"$211,0004 bds · 4 ba · 1,933 sqft; $6,000 (Mar 22)·3424 Fair Oaks Dr, Kalamazoo, MI; Kermath Realty LLC",2110004; 6000,22 photos,22,https://photos.zillowstatic.com/p_e/ISmm34ex28ne7l1000000000.jpg,13
2125 Roseland Ave,Kalamazoo,MI,49001,House For Sale,"$118,9003 bds · 2 ba · 1,958 sqft; 124 days on Zillow·2125 Roseland Ave, Kalamazoo, MI",1189003,12 photos,12,https://photos.zillowstatic.com/p_e/ISy78j99ytu2f21000000000.jpg,13
3020 Fulford St,Kalamazoo,MI,49001,House For Sale,"$79,9993 bds · 2 ba · 1,512 sqft; 139 days on Zillow·3020 Fulford St, Kalamazoo, MI; CENTURY 21 C. Howard",799993,36 photos,36,https://photos.zillowstatic.com/p_e/ISus5oqgzo52nw0000000000.jpg,13
3090 Vliet Ln,Kalamazoo,MI,49004,House For Sale,"$215,0004 bds · 3 ba · 3,034 sqft; $13,500 (Apr 10)·3090 Vliet Ln, Kalamazoo, MI; O'Brien Real Estate",2150004; 13500,22 photos,22,https://photos.zillowstatic.com/p_e/IS6uu1z2arxiwr1000000000.jpg,13
424 Woodward Ave,Kalamazoo,MI,49007,House For Sale,"$137,9006 bds · 2 ba · 2,184 sqft; 200 days on Zillow·424 Woodward Ave, Kalamazoo, MI",1379006,14 photos,14,https://photos.zillowstatic.com/p_e/ISmex5h5qf1bxh0000000000.jpg,13
2332 Oakland Dr,Kalamazoo,MI,49008,House For Sale,"$139,0004 bds · 2 ba · 2,193 sqft; 215 days on Zillow·2332 Oakland Dr, Kalamazoo, MI",1390004,17 photos,17,https://photos.zillowstatic.com/p_e/IS2blqny5a44m80000000000.jpg,13
1332 James St,Kalamazoo,MI,49001,Apartment For Sale,"$25,000Studio · -- ba · -- sqft; 137 days on Zillow·1332 James St, Kalamazoo, MI; Henry Kellum, Realty",25000,1 photo,1,https://photos.zillowstatic.com/p_e/ISahrlfobgz7su1000000000.jpg,13
211 W Emerson St,Kalamazoo,MI,49001,House For Sale,"$58,0003 bds · 2 ba · 1,221 sqft; 248 days on Zillow·211 W Emerson St, Kalamazoo, MI; CENTURY 21 Affiliated",580003,16 photos,16,https://photos.zillowstatic.com/p_e/ISyva57cm5ib3d1000000000.jpg,13
1109 Lake St,Kalamazoo,MI,49001,House For Sale,"$29,9004 bds · 1 ba · 1,542 sqft; 125 days on Zillow·1109 Lake St, Kalamazoo, MI",299004,3 photos,3,https://photos.zillowstatic.com/p_e/IS6ab9wz91fxi70000000000.jpg,13
1424 Portage St,Kalamazoo,MI,49001,Apartment For Sale,"$44,900Studio · -- ba · -- sqft; 551 days on Zillow·1424 Portage St, Kalamazoo, MI",44900,5 photos,5,https://photos.zillowstatic.com/p_e/IS6a3jea3kfg670000000000.jpg,13
924 S Westnedge Ave,Kalamazoo,MI,49008,House For Sale,"$132,7705 bds · 2 ba · 2,414 sqft; 102 days on Zillow·924 S Westnedge Ave, Kalamazoo, MI",1327705,41 photos,41,https://photos.zillowstatic.com/p_e/IS6ey9fuorfmea1000000000.jpg,13
409 N Berkley St,Kalamazoo,MI,49006,House For Sale,"$94,5003 bds · 2 ba · 1,731 sqft; 82 days on Zillow·409 N Berkley St, Kalamazoo, MI; Evenboer-Walton, REALTORS",945003,18 photos,18,https://photos.zillowstatic.com/p_e/ISato31b3oz4471000000000.jpg,13
2205 Luella St,Kalamazoo,MI,49001,House For Sale,"$32,5003 bds · 2 ba · 930 sqft; $7,400 (Mar 15)·2205 Luella St, Kalamazoo, MI",325003; 7400,15 photos,15,https://photos.zillowstatic.com/p_e/ISucdv8ogr3o2p1000000000.jpg,13
1011 Hotop Ave,Kalamazoo,MI,49048,House For Sale,"$30,0004 bds · 2 ba · 1,364 sqft; 134 days on Zillow·1011 Hotop Ave, Kalamazoo, MI; Henry Kellum, Realty",300004,1 photo,1,https://photos.zillowstatic.com/p_e/IS27eaz9da1f1e1000000000.jpg,13
4241 Somerset Ave,Kalamazoo,MI,49001,House For Sale,"$142,9003 bds · 2 ba · 2,283 sqft; 52 days on Zillow·4241 Somerset Ave, Kalamazoo, MI",1429003,24 photos,24,https://photos.zillowstatic.com/p_e/ISqhmmaqf0xotz0000000000.jpg,13
3408 Red Clover Rd,Kalamazoo,MI,49004,House For Sale,"$48,9003 bds · 2 ba · 960 sqft; $1,000 (Mar 21)·3408 Red Clover Rd, Kalamazoo, MI",489003; 1000,23 photos,23,https://photos.zillowstatic.com/p_e/ISyf2cmceoz0a80000000000.jpg,13
3419 Ash St,Kalamazoo,MI,49001,House For Sale,"$59,9992 bds · 1 ba · 725 sqft; $3,001 (Mar 11)·3419 Ash St, Kalamazoo, MI; Martell Realty Inc.",599992; 3001,29 photos,29,https://photos.zillowstatic.com/p_e/ISyf2kgxk3s3uv1000000000.jpg,13
1621 Roseland Ave,Kalamazoo,MI,49001,House For Sale,"$119,9003 bds · 1 ba · 1,510 sqft; $3,000 (Mar 22)·1621 Roseland Ave, Kalamazoo, MI; Chuck Jaqua, REALTOR, Inc.",1199003; 3000,19 photos,19,https://photos.zillowstatic.com/p_e/ISaxbob828z15u1000000000.jpg,13
513 Edwin Ave,Kalamazoo,MI,49048,House For Sale,"$25,0003 bds · 1 ba · 1,089 sqft; 134 days on Zillow·513 Edwin Ave, Kalamazoo, MI; Henry Kellum, Realty",250003,1 photo,1,https://photos.zillowstatic.com/p_e/ISu0cyg392th1e1000000000.jpg,13
526 Elizabeth St,Kalamazoo,MI,49007,House For Sale,"$29,9003 bds · 1 ba · 1,515 sqft; 349 days on Zillow·526 Elizabeth St, Kalamazoo, MI",299003,3 photos,3,https://photos.zillowstatic.com/p_e/ISyv2v1bzoyrl70000000000.jpg,13
1612 E Stockbridge Ave,Kalamazoo,MI,49001,House For Sale,"$44,9002 bds · 1.5 ba · 2,023 sqft; 79 days on Zillow·1612 E Stockbridge Ave, Kalamazoo, MI",449002,44 photos,44,https://photos.zillowstatic.com/p_e/ISekw24ac5dzte1000000000.jpg,13
926 Foley St,Kalamazoo,MI,49001,House For Sale,"$112,5003 bds · 2 ba · 1,919 sqft; $4,500 (Feb 17)·926 Foley St, Kalamazoo, MI",1125003; 4500,53 photos,53,https://photos.zillowstatic.com/p_e/ISivbphl99363q0000000000.jpg,13
935 Princeton Ave,Kalamazoo,MI,49007,House For Sale,"$25,5003 bds · 1 ba · 1,045 sqft; 125 days on Zillow·935 Princeton Ave, Kalamazoo, MI",255003,4 photos,4,https://photos.zillowstatic.com/p_e/ISe87j2o75fml70000000000.jpg,13
811 Clarence St,Kalamazoo,MI,49001,House For Sale,"$29,5002 bds · 1 ba · 698 sqft; 125 days on Zillow·811 Clarence St, Kalamazoo, MI",295002,2 photos,2,https://photos.zillowstatic.com/p_e/ISy3limvx0op180000000000.jpg,13
2726 Bronson Cir,Kalamazoo,MI,49008,House For Sale,"$159,0003 bds · 2.5 ba · 2,282 sqft; 167 days on Zillow·2726 Bronson Cir, Kalamazoo, MI",1590003,23 photos,23,https://photos.zillowstatic.com/p_e/ISq55p7kytoaip1000000000.jpg,13
1901 E Cork St,Kalamazoo,MI,49001,House For Sale,"$124,9004 bds · 2 ba · 2,095 sqft; 193 days on Zillow·1901 E Cork St, Kalamazoo, MI; Kermath Realty LLC",1249004,24 photos,24,https://photos.zillowstatic.com/p_e/ISinlbbgxyi5l71000000000.jpg,14
1018 Oak St,Kalamazoo,MI,49008,House For Sale,"$70,0004 bds · 1 ba · 1,455 sqft; $5,000 (Apr 6)·1018 Oak St, Kalamazoo, MI; Five Star Real Estate",700004; 5000,16 photos,16,https://photos.zillowstatic.com/p_e/ISew52vh16igqm0000000000.jpg,14
604 Douglas Ave,Kalamazoo,MI,49007,House For Sale,"$74,9045 bds · 3 ba · 2,762 sqft; $4,100 (Feb 23)·604 Douglas Ave, Kalamazoo, MI",749045; 4100,12 photos,12,https://photos.zillowstatic.com/p_e/ISaxntr1sqwnd11000000000.jpg,14
1019 Northampton Rd,Kalamazoo,MI,49006,House For Sale,"$179,9004 bds · 2 ba · 1,775 sqft; $5,100 (Feb 24)·1019 Northampton Rd, Kalamazoo, MI",1799004; 5100,23 photos,23,https://photos.zillowstatic.com/p_e/ISq9kftf12imq21000000000.jpg,14
1120 March St,Kalamazoo,MI,49001,House For Sale,"$59,9003 bds · 2 ba · 2,018 sqft; $5,000 (Feb 13)·1120 March St, Kalamazoo, MI; Evenboer-Walton, REALTORS",599003; 5000,17 photos,17,https://photos.zillowstatic.com/p_e/ISiz6sziu8p9a11000000000.jpg,14
2215 Sagebrush St,KALAMAZOO,MI,49006,New Construction,"$209,9004 bds · 3 ba · 1,870 sqft; Allen Edwin Homes·2215 Sagebrush St, Kalamazoo, MI",2099004,3 photos,3,https://photos.zillowstatic.com/p_e/ISa99mlcwf2pv40000000000.jpg,14
1009 Oak St,Kalamazoo,MI,49008,House For Sale,"$79,9003 bds · 2 ba · 1,526 sqft; 45 days on Zillow·1009 Oak St, Kalamazoo, MI",799003,18 photos,18,https://photos.zillowstatic.com/p_e/ISqxi2ljtofi6e0000000000.jpg,14
1241 Foster Ave,Kalamazoo,MI,49048,Foreclosure,"$43,1002 bds · 1 ba · 800 sqft; $10,000 (Feb 19)·1241 Foster Ave, Kalamazoo, MI; REO Specialists, L.L.C.",431002; 10000,12 photos,12,https://photos.zillowstatic.com/p_e/ISqh23e04rqmc01000000000.jpg,14
1019 N Church St,Kalamazoo,MI,49007,House For Sale,"$27,5003 bds · 1 ba · 1,002 sqft; 125 days on Zillow·1019 N Church St, Kalamazoo, MI",275003,5 photos,5,https://photos.zillowstatic.com/p_e/ISme9vkubdnjl70000000000.jpg,14
428 Ranney St,Kalamazoo,MI,49001,Auction,"$64K-- bds · -- ba · -- sqft; 90 days on Zillow·428 Ranney St, Kalamazoo, MI",64,5 photos,5,https://photos.zillowstatic.com/p_e/ISyrbbtg7icutr0000000000.jpg,14
Ranney St,Kalamazoo,MI,49001,Pre-Foreclosure (Auction),-- bds · -- ba · -- sqft; 102 days on Zillow·Sign in for details,,,,"https://dev.virtualearth.net/REST/v1/Imagery/Map/Aerial/42.283000,-85.589000/17?mapSize=596,446&key=Au7rlsDVn0-CG7wNZOyP72-Ka-XfbNT1UqVHArNnPj1KSh9CFvvO8TNv_vgi6M1r",14
4218 Oakland Dr,Kalamazoo,MI,49008,House For Sale,"$275,0005 bds · 4 ba · 2,978 sqft; $4,950 (Mar 28)·4218 Oakland Dr, Kalamazoo, MI; Greenleaf Realty Properties LLC",2750005; 4950,48 photos,48,https://photos.zillowstatic.com/p_e/IS6ih32woviuy41000000000.jpg,14
130 Leona Ave,Kalamazoo,MI,49001,House For Sale,"$124,9004 bds · 2 ba · 1,466 sqft; 91 days on Zillow·130 Leona Ave, Kalamazoo, MI; Brush Creek Real Estate & Dev.",1249004,20 photos,20,https://photos.zillowstatic.com/p_e/IS6yhqkbknej351000000000.jpg,14
439 Fletcher Ave,Kalamazoo,MI,49006,House For Sale,"$135,5004 bds · 1 ba · 1,612 sqft; $4,500 (Mar 22)·439 Fletcher Ave, Kalamazoo, MI",1355004; 4500,5 photos,5,https://photos.zillowstatic.com/p_e/ISalitery3635d1000000000.jpg,14
2211 Roseland Ave,Kalamazoo,MI,49001,House For Sale,"$59,9003 bds · 1 ba · 864 sqft; 41 days on Zillow·2211 Roseland Ave, Kalamazoo, MI; RE/MAX Advantage",599003,17 photos,17,https://photos.zillowstatic.com/p_e/ISq5pwuqr048v10000000000.jpg,14
